Type,Entry,Variations,Party,Country,EU,source_file,source_sheet,source_row
Name,Magdalena Adamowicz,"Magdalena A., Magdalena A",Civic Coalition,Poland,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,19
Party,Left Party,"V, (V)",Left Party,Unknown,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,20
Name,Tiago Moreira de Sá,"S, (S)",Enough,Portugal,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,21
Name,The Left,"the left in eu prliament, the left, The Left Party",Left Party,Unknown,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,22
Name,Ola Möller,Ola Möller,Swedish Social Democratic Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,23
Name,Abir Al-Sahlani,"abir al-sahlani, Abir al Sahlani, Abir al-sahlani, Abir Al-Sahlani, Abir al-Sahlani, abiralsahlani",Centre Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,24
Name,Clare Daly,"Clare Daly, Claire Daly, Claure Daly",IndependentS 4 Change,Ireland,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,25
Party,Green Party,"Irish EU MP, EU MP, IR EU MP, (MP), MP, Gren Party",Green Party,Unknown,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,26
Name,Alice Bah Kuhnke,"aloce bahm kuhke, Alice Bahn Kuhke, alice bah kuhnke, Alice bah Kuhnken, Alice bah Kuhnke, Alice Bah, alice Bah Kuhnke, Alice Bah Kuhnke, Alice Bahn Kuhnke", Green Party ,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,27
Party,Together and Free for Europe,EU,Together and Free for Europe,Unknown,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,28
Name,Emma Wiesner,"emma wiesner, Emma Wienser, Emma Wiesner", Centre Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,29
Party,Centre Party,"C, c",Centre Party,Unknown,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,30
Name,Lina Nordquist,Lina Nordquist,Liberalerna,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,31
Name,Arba Kokalari,"arba kokalari, Arba Kokalari",Moderate Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,32
Name,Johan Pehrson,"Johan Pehrson, Johan Person",Liberals,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,33
Party,Human Rights and Democracy,Mod,Human Rights and Democracy,Unknown,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,34
Name,Charlie Weimers,"Charlie Wimers, Charlie Weimer, Charlie Weimers", Sweden Democrats ,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,35
Name,Rebecka Rapp,Rebecka Rapp,Sweden Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,36
Name,Sara Skyttedal,"Sara Skyttedal, Sara Skytteldal",Folklistan,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,37
Name,Jan Emanuel,"Jan Emanuel, JAn Emanuel",Swedish Social Democratic Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,38
Name,Nelson Mandela,Nelson Mandela,South African Communist Party,South Africa,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,39
Name,Greta Thunberg,"greta thunberg, Great Thunberg, Greta Thunberg",Others,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,40
Name,The Green Party,"The Green Party, Green Party, The Green party, EU Green party",Green Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,41
Party,Alternative for Sweden,Alternative for Sweden,Alternative for Sweden,Unknown,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,42
Name,Heléne Fritzon,"helene fritzon, Helene Fritzon, Heléne Fritzon, Helena Fritzon, Helene Fritzón",Swedish Social Democratic Workers' Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,43
Name,Linnea Bengtsso,Linnea Bengtsson,Left Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,44
Name,Muharrem Demirok,"Muharrem Demirok, Muharrin Demirok",The Center Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,45
Name,Center Party,"The center Party, The Center Party, centerparti, Center, Center Party, Center party",Centre Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,46
Name,Hanna Gedin,Hanna Gedin, Left Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,47
Name,Anna Maria Corazza Bildt,"anna maria Corazza Bildt, Anna Maria Corazza Bildt, Anna Maria Corazza Bild",Liberals,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,48
Name,Lisa Nåbo,Lisa Nåbo,Swedish Social Democratic Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,49
Name,Naomi Klein,Naomi Klein,Others,Canada,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,50
Name,Péter Szijjártó,Péter Szijjárto,Fidesz – Hungarian Civic Alliance – Christian Democratic People's Party,Hungary,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,51
Name,Oscar Sjöstedt,Oscar Sjöstedt,The Sweden Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,52
Name,Tobias Andersson,Tobias Andersson,Sweden Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,53
Party,Alliance,"Magda A, magda A, Magda a., magda a, MAgda A, Magda A.",Alliance,Unknown,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,54
Name,Umihana Rasovic,Umihana Rasovic,The Left Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,55
Name,Susan Sarandon,Susan Sarandon,Others,United States,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,56
Name,Denice Westerberg,Denice Westerberg,Sweden Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,57
Name,Klaus Bernpaintner,Klaus Bernpaintner,Alternative for Sverige,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,58
Name,Emmanuel Macron,Emmanuel Macron,Renaissance,France,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,59
Name,Volodymyr Zelenskyy,Volodymyr Zelenskyy,Servant of the People,Ukraine,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,60
Name,Anton Bylin,Anton Bylin,Green Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,61
Name,Ebba Busch,Ebba Busch,Christian Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,62
Party,Christian Democrats,KD,Christian Democrats,Unknown,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,63
Name,Karl Persson,Karl Persson,Not publicly known,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,64
Name,Peter Szijjarto,Peter Szijjarto,Fidesz,Hungary,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,65
Name,Markus Allard,Markus Allard,Örebro Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,66
Name,Bernie Sanders,Bernie Sanders,Independent,Finland,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,67
Name,Susanna Kierkegaard,"Susanna Kierkegaard, Susanne Kierkegaard, Susan Kierkegaard, Susanna kierkegaard",Social Democratic Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,68
Name,Beatrice Timgren,Beatrice Timgren, Sweden Democrats ,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,69
Name,Simon Harris,Simon Harris,Fine Gael,Ireland,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,70
Name,Benjamin Netanyahu,Benjamin Netanyahu,Likud,Israel,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,71
Name,Vladimir Putin,Vladimir Putin,United Russia,Russia,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,72
Name,Rebecka Forsberg,Rebecka Forsberg,Others,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,73
Name,Louise Grabo,Louise Grabo,Centre Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,74
Name,IRL,"EU MP IRL, IRL",Ireland,Ireland,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,75
Name,The Christian Democrats,"The Christian Democrats, Christian Democrats, The Christin Democrats",Christian Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,76
Name,Viktor Orbán,"VIktor Orbán, Viktor Orbán",Fidesz,Hungary,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,77
Name,Donald Trump,"Trump, Donald Trump",Republican Party,United States,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,78
Name,Lloyd Austin,Lloyd Austin,Others,United States,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,79
Name,Richard Jomshof,"Richard Jomshof, Rikard Jomshof",Sweden Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,80
Name,Pär Holmberg,"Pär Holmberg, Per Holmberg",Others,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,81
Name,Katrin Wissing,"Katrin Wissing, Katrin Wissin",Green Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,82
Name,Stefan Löfven,Stefan Löfven,Social Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,83
Name,Vänsterpartiet,"Vänsterpartiet, Vänsterpartier, Centerpartiet, Vänsterparti, centerpartiet, vänsterpartiet",Centre Party,Unknown,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,84
Name,Leon McManus,"Leon Mcmanus, Leon McManus",Green Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,85
Name,Anders Ygeman,"anders ygeman, Anders Ygeman",Social Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,86
Name,Jan Björklund,Jan Björklund,Liberals,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,87
Name,Norman Finkelstein,Norman Finkelstein,Others,United States,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,88
Name,Amanda Lind,"Amanda Lind, Amanda Lindh",Green Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,89
Name,Aida Badeli,"Aiga Badeli, Aida Badeli",Green Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,90
Name,Martina Johansson,Martina Johansson,Sweden Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,91
Name,Emelie Nyman,Emelie Nyman,Green Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,92
Name,Kim Jong-un,Kim van Sparrentak,Workers' Party of Korea,North Korea,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,93
Name,Jakop Dalunde,"Jakob Dalunda, jakob dalunde",Green Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,94
Name,Isabella Lövin,"Isabella Lövin, Isabella Löwin, isabella lövin", Green Party ,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,95
Name,Alexandria Ocasio-Cortez,Alexandria Ocasio-Cortez,Democratic Party,United States,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,96
Name,Miljöpartiet,"Miljöparti, miljöparti, Miljöpartiet, miljöpartiet",Green Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,97
Name,Jens Stoltenberg,Jens Stoltenberg,Others,Norway,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,98
Name,European Left,"left, left europe",Left Party,Unknown,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,99
Name,Jesper Olsson,Jesper Olsson,The Green Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,100
Name,Ludvig Aspling,Ludvig Aspling,The Sweden Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,101
Name,Alice Teodorescu Måwe,"alice Teoderescu Måwe, Alice Teodorescu Måwe, alice teodorescu måwe, Alice teodorescu Måwe",Christian Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,102
Name,Henrik Juhlin,Henrik Juhlin,The Center Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,103
Name,European Greens,"greens europe, european greens",European Green Party,Europe-wide,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,104
Name,Ursula von der Leyen,"Ursula von der Leyen, Ursula Van Leyden",Christian Democratic Union,Germany,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,105
Name,David Lång,David Lång,Sweden Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,106
Name,Brian Mast,Brian Mast,Republican Party,United States,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,107
Party,Popular Republican Union,Republican,Popular Republican Union,Unknown,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,108
Name,Fredrik af Malmborg,Fredrik af Malmborg,Not publicly known,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,109
Name,Tomas Eneroth,Tomas Eneroth,Social Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,110
Name,Elisabeth Svantesson,Elisabeth Svantesson,Moderate Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,111
Name,Maria Malmer Stenergard,Maria Malmer Stenergard,Moderate Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,112
Name,Helén Wahlgren,Helén Wahlgren,Not publicly known,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,113
Name,Klimatallians,Klimatallians,Climate Alliance,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,114
Name,Jessica Stegrud,Jessica Stegrud,Sweden Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,115
Name,Carolina Gustafsson,Carolina Gustafsson,Not publicly known,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,116
Name,Tobias Baudin,Tobias Baudin,Social Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,117
Name,Mattias Vepsä,Mattias Vepsä,Social Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,118
Name,Dick Erixon,"Dick Erixon, dick erixon", Sweden Democrats ,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,119
Name,Kommunistiska Partiet Göteborg,Kommunistiska Partiet Göteborg,Communist Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,120
Name,Alexandra Pascalidou,Alexandra Pascalidou,Others,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,121
Name,Ermin Skoric,Ermin Skoric,Not publicly known,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,122
Name,Gustav Johansson,Gustav Johansson,Not publicly known,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,123
Name,Fredrik Kärrholm,Fredrik Kärrholm,Moderate Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,124
Name,Emanuel Karsten,Emanuel Karsten,Not publicly known,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,125
Name,Daniel Helldén,"Daniel Hellden, Daniel hellden",Green Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,126
Name,Sofie Eriksson,"sofie eriksson, Sofia Eriksson",Swedish Social Democratic Workers' Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,127
Name,Ella Kardemark,ella kardemark,The Christian Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,128
Party,Defend the Children,ilan de basso,Defend the Children,Unknown,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,129
Name,Kristofer Bergman,kristofer bergman,The Social Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,130
Name,Adnan Dibrani,"Adnan Dibrani, adnan dibrani",Swedish Social Democratic Workers' Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,131
Name,Miljöpartiet de Gröna,Miljöp,The Green Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,132
Name,Svante Linusson,Svante Linusson,The Center Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,133
Name,Simona Mohamsson,"Simona Mohamsson, Simona Mohamson, Simone Mohamsson",Sweden Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,134
Name,Johan Danielsson,"Johan Danielsson, johan danielsson",Swedish Social Democratic Workers' Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,135
Name,Evin Incir,"evin incir, Even Incir, Evin Incir",Swedish Social Democratic Workers' Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,136
Name,Rebecka Le Moine,Rebecka le Moine,Green Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,137
Name,Henrik Wahlström,"henrik wahlström, Henrik Wahlström, Henrik Wahström",Others,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,138
Name,Alf Svensson,Alf Svensson,Christian Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,139
Party,Christian Social Union in Bavaria,CSU,Christian Social Union in Bavaria,Unknown,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,140
Name,Moderate Youth League,The Moderate Youth League,Moderate Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,141
Name,Carl-Viktor Svensson,Carl-Viktor Svensson,Moderate Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,142
Name,Alexander Bard,Alexander Bard,Liberals,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,143
Name,Joe Biden,Joe Biden,Democratic Party,United States,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,144
Name,Stefan Sarmes,"Stefan Sarmes, Stefan Sarmer",Not publicly known,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,145
Name,Maria Malmer Stenegard,Maria Stenegard,The Moderate Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,146
Name,Parisa Liljestrand,Parisa Liljestrand,Moderate Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,147
Name,Charlie Hederberg,Charlie Hederberg,The Moderate Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,148
Name,Åsa Westlund,Åsa Westlund,Social Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,149
Name,Linda Eskilsson,Linda Eskilsson,Green Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,150
Name,Mariya Voyvodova,mariya voyvodova,Not publicly known,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,151
Name,Diana Ghafour Feyli,Diana Ghafour Feyli,Not publicly known,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,152
Name,Peter Persson,Peter Persson,Social Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,153
Name,Fredrik Brange,Fredrik Brange,Not publicly known,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,154
Name,Moderata Ungdomsförbundet,Moderata Ungdomsförbundet,The Moderate Youth League,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,155
Party,Citizens' Coalition,Medborgerlig Samling,Citizens' Coalition,Unknown,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,156
Name,Andreas Norlén,Andreas Norlén,Moderate Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,157
Name,Mattias Karlsson,Mattias Karlsson,Sweden Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,158
Name,Grön Ungdom,grön ungdom,Green Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,159
Name,Greens/EFA,Greens-EFA,Greens/EFA,European Union,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,160
Name,The Left,"the left in eu prliament, the left, The Left Party",The Left,Germany,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,161
Name,Barack Obama,Barack Obama,Democratic Party,United States,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,162
Name,Romina Pourmokhtari,Romina Pourmokhtari,Liberals,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,163
Name,Richard Nixon,Richard Nixon,Republican Party,United States,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,164
Name,Rishi Sunak,Rishi Sunak,Conservative Party,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,165
