Type,Entry,Variations,Party,Country,EU,source_file,source_sheet,source_row
Name,Volodymyr Zelenskyy,"Zelenskyy, Zelensky",Servant of the People,Ukraine,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,49
Name,Péter Szijjártó,Péter Szijjártó,Fidesz – Hungarian Civic Alliance – Christian Democratic People's Party,Hungary,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,50
Name,Juha Huhtala,"Huhtala, Juha Huhtala",Freedom Alliance,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,51
Name,Mauri Peltokangas,"Peltokangas, Mauri Peltokangas",Finns Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,52
Name,Jocka Träskbäck,"jockaman, Jocke Träskbacka, Jocka Träskbäck",National Coalition Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,53
Name,Teija Makkonen,"Teijo Makkonen, Makkonen, Teija Makkonen",Finns Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,54
Name,Kaisa Jussila,"Kaisa Jussila, Jussila",National Coalition Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,55
Name,Minja Koskela,Minja Koskela,Left Alliance,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,56
Name,Jessi Jokelainen,Jessi Jokelainen,Left Alliance,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,57
Name,Niina Ratilainen,"Niina Ratilainen, Ratilainen, Nina Ratilainen",Green League,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,58
Name,Fatim Diarra,Fatim Diarra,Green League,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,59
Name,Melanie Joly,Melanie Joly,Liberal Party,Canada,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,60
Name,Arto Satonen,Arto Satonen,National Coalition Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,61
Party,Svenska folkpartiet,SFP,Svenska folkpartiet,Unknown,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,62
Party,Christian Democrats,"Kristillisdemokraatit, KD",Christian Democrats,Unknown,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,63
Name,Viktor Órban,Órban,Fidesz,Hungary,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,64
Name,Perttu Jussila,Perttu Jussila,Green League,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,65
Name,Lauri Lindén,"Lauri Lindén, Lindén, lauri Linden, Lauri Linden, Lauri linden",Left Alliance,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,66
Name,Joona Räsänen,"Joonas Räsänen, Joona Räsänen, Räsänen",Social Democratic Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,67
Name,Petri Honkonen,"Pertti Honkonen, Pettti Honkonen, Honkonen, Petri Honkonen",Centre Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,68
Name,The Green Party,"green party, the Green party, Green party",Green Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,69
Party,Fidesz–KDNP,Fidesz,Fidesz–KDNP,Unknown,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,70
Name,Iratxe García Pérez,Iratxe Gárcia Pérez,Spanish Socialist Workers' Party,Spain,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,71
Name,Mika Aaltola,Mika Aaltola,National Coalition Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,72
Name,Ben Zyskowicz,"Ben Zyskowicz, Ben Z, Ben Z.",National Coalition Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,73
Name,Niko A. Kauko,Niko A. Kauko,Others,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,74
Name,Vapauden Liitto,vapauden liitto,Vapauden Liitto,Unknown,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,75
Name,Pekka Toveri,"Toveri, Pekka Toveri",National Coalition Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,76
Name,Emmanuel Macron,"Emmanuel Macron, Macron",Renaissance,France,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,77
Name,Barack Obama,"Obama, Barack Obama",Democratic Party,United States,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,78
Name,Social Democrats,"social democrats, Social Democrats",Social Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,79
Name,Sinimusta Liike,Sinimusta liike,Movement Now,Unknown,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,80
Name,Nanna Väätäinen,"Nanna Väätäinen, Nanna, Väätäinen",Perussuomalaiset,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,81
Name,Julia Sangervo,"Julia Sangervo, Sangervo, juliaSangervo",Green League,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,82
Name,Ilmari Nurminen,"Ilmari Nurminen, Ilmari Nurmela",Social Democratic Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,83
Name,Sara Seppänen,"Sara Seppänen, Seppänen",Perussuomalaiset,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,84
Name,Annika Saarikko,"Annika Saarikko, Saarikko",Centre Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,85
Name,Dimitri Qvintus,"Dimitri Qvintus, Dimitri Quintus, Qvintus",Social Democratic Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,86
Name,Lotta Tuominen,"Tuominen, Lotta Tuominen",Social Democratic Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,87
Name,Benjamin Netanyahu,"Netanjahu, Netanyahu",Likud,Israel,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,88
Party,The Republicans–The Centrists,Republicans,The Republicans–The Centrists,Unknown,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,89
Party,Democratic Republican Party,"republican party, Republican party",Democratic Republican Party,Unknown,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,90
Name,Mika Lintilä,"Mika Lintilä, Lintilä, Lintila",Centre Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,91
Name,Sauli Niinistö,"Niinistö, Sauli Niinistö",National Coalition Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,92
Name,Joakim Träskbäck,Träskbäck,National Coalition Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,93
Name,Ivan Puopolo,Ivan Puopolo,Others,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,94
Name,Shawn Huff,"SHuff, Shawn Huff, Shaunn Huff",Green League,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,95
Name,Mari Rantanen,Mari Rantanen,Finns Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,96
Name,Miko Bergbom,"Miko Bergbom, Bergbom",Perussuomalaiset,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,97
Name,Eva Vlaardingerbroek,Eva Vlaardingerbroek,Others,Netherlands,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,98
Name,Bella Forsgrén,Bella Forsgren,Green League,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,99
Name,Rishi Sunak,Rishi Sunak,Conservative Party,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,100
Name,Atte Harjanne,"atteh, Harjanne, Atte Harjanne",Green League,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,101
Name,Lauri Laitinen,"Lauri Laitinen, Laitinen",Finns Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,102
Name,Jussi Hiippavuori,Hiippavuori,National Coalition Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,103
Name,Sofia Merinen,Sofia,Green League,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,104
Name,Tuulia Alanko,Tuulia Alanko,Others,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,105
Party,Liberal Party – Freedom to Choose,Liberaalipuolue,Liberal Party – Freedom to Choose,Unknown,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,106
Name,Anna-Maja Henriksson,"Henriksson, Anna-Maja Hendrikson, Anna-Maja Hendrickson, Anna-Maja Hendriksson, Anna-Maja Henriksson",Swedish People's Party of Finland,Unknown,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,107
Name,Joakim Vigelius,"Joakim Vigelius, Vigelius, Joakim Vigelois",Finns Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,108
Name,Matias Mäkynen,Matias Mäkynen,Social Democratic Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,109
Party,Blue-and-Black Movement,Blue&Black movement,Blue-and-Black Movement,Unknown,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,110
Name,Elisa Aaltola,"Aaltola, Elisa Aaltola",Green League,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,111
Name,Laura Huhtasaari,"Laura Huhtasaari, Huhtasaari",Finns Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,112
Name,Jukka Polvinen,Polvinen,National Coalition Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,113
Name,European Greens,"European greens, European Greens",European Green Party,Europe-wide,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,114
Name,Jouni Jussinniemi,"Jouni Jussinniemi, Jussinniemi, Jouni Jussiniemi",Left Alliance,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,115
Name,Eero Heinäluoma,"Eero Heinäluoma, Heinäluoma",Social Democratic Party of Finland,Unknown,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,116
Name,Sanna Marin,Sanna Marin,Social Democratic Party of Finland,Unknown,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,117
Name,Ilkka Nuotio,Ilkka Nuotio,National Coalition Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,118
Name,Andrej Plenković,Andrej Plenković,Croatian Democratic Union,Croatia,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,119
Name,Nikolaj Villumsen,Nikolaj Villumsen,Red-Green Alliance,Denmark,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,120
Name,Viktor Orbán,Viktor Orbán,Fidesz,Hungary,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,121
Name,Left Alliance,"left Alliance, left alliance, Left Allicance, Left alliance, Left Alliance, Left allicance, left aliance",Left Alliance,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,122
Name,Tiina Sandberg,Tiina Sandberg,Communist Party of Finland,Unknown,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,123
Name,Volt,"Volt, Volt Europa, Volt Deutschland",Volt Europa,Europe,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,124
Party,Representative Democracy,Dr Asko,Representative Democracy,Unknown,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,125
Name,Ritva Elomaa,Ritva Elomaa,Finns Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,126
Name,Jaana Sandström,Jaana Sandström,National Coalition Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,127
Name,Kaisa Garedew,Kaisa Garedew,Green League,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,128
Name,Saara Hyrkkö,"Saara Hyrkkäinen, Saara Hyrkkö",Green League,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,129
Name,Pia Sillanpää,Pia Sillanpää,Social Democratic Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,130
Name,Jari Koskela,Jari Koskela,Finns Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,131
Name,Teemu Keskisarja,Teemu Keskisarja,National Coalition Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,132
Name,Jenni Pitko,Jenni Pitko,Green League,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,133
Name,Jiri Mäntysalo,Jiri Mäntysalo,Finns Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,134
Party,Communist Party of Finland,SKP,Communist Party of Finland,Unknown,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,135
Name,Paco Diop,Paco Diop,Green League,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,136
Name,Elokapina,Elokapina,Environmental Movement,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,137
Name,Pinja Perholehto,"Pinja Perholehto, Perholehto",Green League,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,138
Name,Rosa Meriläinen,"Roosa Meriläinen, Rosa Meriläinen",Green League,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,139
Name,Ted Apter,"Ted Apter, Ted Upter, Apter",National Coalition Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,140
Name,Erkki Tuomioja,Erkki Tuomioja,Social Democratic Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,141
Name,Tarja Halonen,Tarja Halonen,Social Democratic Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,142
Name,Elsi Katainen,"Katainen, Elsi Kaltainen, Elsi Katainen",Centre Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,143
Name,Eija-Riitta Korhola,Eija-Riitta Korhola,National Coalition Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,144
Name,Hannariina Rantala,"Hannariina Rantala, Hennariikka Rantala, Rantala, Hennariina Rantala",Green League,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,145
Name,Miapetra Kumpula-Natri,"MiaPetra Kumpula-Natri, Miapetra Kumpula-Natri, Miiapetra Kumpula-Natri",Social Democratic Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,146
Name,Teuvo Hakkarainen,Teuvo Hakkarainen,Finns Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,147
Name,Hanna Parkkinen,Hanna Parkkinen,Green League,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,148
Name,Aura Salla,"Salla, Aura Salla",National Coalition Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,149
Name,Mai Kivelä,Mai Kivelä,Left Alliance,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,150
Name,Johanna Ekman,Ekman,Finns Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,151
Name,Jenna Simula,Jenna Simula,Finns Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,152
Name,Katri Kulmuni,"Katri Kulmuni, Kulmuni",Centre Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,153
Party,Alternative for Germany,"AfD, Alternative für Deutschland",Alternative for Germany,Unknown,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,154
Name,Greens/EFA,"Greensefa, greensefa, Greens-EFA",Greens/EFA,European Union,0,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,155
Name,Wille Rydman,Wille Rydman,Finns Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,156
Name,Jean-Marie Le Pen,Le Pen,Comités Jeanne,France,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,157
Name,Giorgia Meloni,"Giorgia Meloni, Meloni",Brothers of Italy,Italy,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,158
Name,Jordan Bardella,Bardella,National Rally,France,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,159
Name,Dominik Tarczyński,Dominik Tarczyński,Law and Justice,Poland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,160
Name,Suna Kymäläinen,"Kymäläinen, Suna Kymäläinen",Social Democratic Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,161
Name,Tuomas Kettunen,Tuomas Kettunen,Centre Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,162
Name,Center Party,Center,Centre Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,163
Name,Mauri Pekkarinen,Mauri Pekkarinen,Centre Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,164
Name,Petri Sarvamaa,Petri Sarvamaa,National Coalition Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,165
Name,Antti Rinne,Antti Rinne,Social Democratic Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,166
Name,Björn Wahlroos,Björn Walhroos,Others,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,167
Name,Mikko Lohi,Lohi,Centre Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,168
Name,Matti Vanhanen,Matti Vanhanen,Centre Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Finland_Glossary.xlsx,Glossary,169
