Type,Entry,Variations,Party,Country,EU,source_file,source_sheet,source_row
Name,Gordan Bosanac,Gordan Bosanac,We Can!,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,13
Name,Ivica Todorić,Ivica Todorić,Others,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,14
Name,Mislav Kolakušić,"Mislav Kolakušić, Mislav Klolakušić",Independent Candidate – Mislav Kolakušić,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,15
Name,Ivan Penava,"Ivan Pernar, Ivan Penava",Homeland Movement,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,16
Name,Ivan Penava,"Ivan Pernar, Ivan Penava",Party of Ivan Pernar,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,17
Name,Stipo Mlinarić Ćipe,"Stipo Mlinarić, Stipo Mlinarić Ćipe, Stipe Mlinarić Ćipe, Stipe Mlinarić",Homeland Movement,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,18
Name,Ivana Kekin,Ivana Kekin,New Left,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,19
Name,Tomislav Tomašević,Tomislav Tomašević,We Can!,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,20
Name,Vladimir Šeks,Vladimir Šeks,Croatian Democratic Union,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,21
Party,Rivers of Justice,SDP,Rivers of Justice,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,22
Name,Social Democrats,Social Democrats,Social Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,23
Name,Ecological Democratic Party (ÖDP),DP,Homeland Movement,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,24
Party,The Bridge–HS–HSP,"Most, Bridge, Hrvatska stranka prava",The Bridge–HS–HSP,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,25
Name,Dalija Orešković,"Dalija Orešković, Dalia Orešković",Party with a First and Last Name,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,26
Name,Josip Broz Tito,Josip Broz Tito,Communist Party of Yugoslavia,Yugoslavia,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,27
Name,Ursula von der Leyen,"Ursula von der Layan, Ursula von der Leyen",Christian Democratic Union,Germany,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,28
Name,Ivan Kukavica,Ivan Kukavica,Others,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,29
Party,,,,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,30
Name,Marin Miletić,Marin Miletić,The Bridge,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,31
Name,Sandra Benčić,Sandra Benčić,We Can!,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,32
Name,Dalibor Domitrović,Dalibor Domitrović,Social Democratic Party of Croatia,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,33
Name,Aleksandar Vučić,Aleksandar Vučić,Serbian Progressive Party,Serbia,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,34
Name,Karlo Ressler,Karlo Ressler,Croatian Democratic Union,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,35
Name,Stephen Bartulica,"Stephen Bartulica, Stephen Nikola Bartulica",Homeland Movement,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,36
Name,Predrag Fred Matić,Fred Matić,Social Democratic Party of Croatia,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,37
Name,Ivica Kukavica,Ivica Kukavica,Others,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,38
Name,Lovro Lukavečki,Lovro Lukavečki,Social Democratic Party of Croatia,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,39
Name,Jelena Miloš,Jelena Miloš,Workers’ Front,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,40
Name,Joe Biden,Joe Biden,Democratic Party,United States,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,41
Name,Nikola Grmoja,Nikola Grmoja,The Bridge,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,42
Name,Viktor Orban,"Orban, Viktor Orban",Fidesz,Hungary,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,43
Name,Milorad Dodik,Milorad Dodik,Alliance of Independent Social Democrats,Bosnia And Herzegovina,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,44
Name,Ive Ćaleta-Car,Ive Ćaleta-Car,Others,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,45
Name,Terry Reintke,Terry Reintke,The Greens,Germany,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,46
Party,We Can! – Political Platform,Greens,We Can! – Political Platform,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,47
Party,Independent list of Nina Skočak,independent,Independent list of Nina Skočak,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,48
Name,Gordan Jandroković,Gordan Jandroković,Croatian Democratic Union,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,49
Name,Mario Banožić,Mario Banožić,Croatian Democratic Union,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,50
Name,Tonino Picula,Tonino Picula,Social Democratic Party of Croatia,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,51
Name,Sunčana Glavak,Sunčana Glavak,Croatian Democratic Union,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,52
Name,Mario Radić,Mario Radić,Homeland Movement,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,53
Name,Enio Meštrović,Enio Meštrović Ričard,Others,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,54
Name,Milorad Pupovac,Milorad Pupovac,Independent Democratic Serb Party,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,55
Name,Biljana Borzan,"Biljana Borzan, Biljan Borzan",Social Democratic Party of Croatia,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,56
Name,Josip Jurčević,Josip Jurčević,Homeland Movement,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,57
Name,Marijana Puljak,Marijana Puljak,Centre,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,58
Name,Dario Zurovec,Dario Zurovec,Focus,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,59
Name,The Green Party,"The Green Party UK, European Green Party, Green Party, The Green Party (UK), The Green Party, Green Party (UK), Green Party of England and Wales",Green Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,60
Name,Bojan Glavašević,Bojan Glavašević,We Can!,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,61
Party,Independent Candidate – Mislav Kolakušić,independent MEP candidate,Independent Candidate – Mislav Kolakušić,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,62
Name,Christian Democratic Union/Christian Social Union (CDU/CSU),Social Democratic Party,Social Democratic Party,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,63
Name,Daniel Vukelja,Daniel Vukelja,Others,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,64
Name,Damir Habijan,Damir Habijan,Croatian Democratic Union,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,65
Name,Peđa Grbin,Peđa Grbin,Social Democratic Party of Croatia,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,66
Name,Romana Jerković,Romana Jerković Kraljić,Social Democratic Party of Croatia,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,67
Party,Green Party,MP,Green Party,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,68
Name,Ivan Klarić,Ivan Klarić,Others,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,69
Name,Vili Beroš,Vili Beroš,Croatian Democratic Union,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,70
Name,Božo Petrov,Božo Petrov,The Bridge,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,71
Name,Vladimir Putin,"Vladimir Putin, Putin",United Russia,Russia,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,72
Name,Josip Dabro,Josip Dabro,Homeland Movement,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,73
Party,Pametno–UK,UK,Pametno–UK,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,74
Name,Robert de Niro,Robert De Niro,Defend the Children,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,75
Name,Emmanuel Macron,"Immanuel Macron, Emmanuel Macron, Macron, Emanuel Macron",Renaissance,France,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,76
Name,Piers Morgan,Piers Morgan,Others,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,77
Name,Denis Bećirović,Denis Bećirović,Social Democratic Party of Bosnia and Herzegovina,Bosnia And Herzegovina,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,78
Name,Marko Primorac,Marko Primorac,Others,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,79
Name,Boris Malagurski,Boris Malagurski,Others,Serbia,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,80
Name,Carla Denyer,Carla Denyer,Green Party,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,81
Name,European Greens,"Eurpean Greens, European Greens, Federation of Young European Greens, Young European Greens",European Green Party,Europe-wide,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,82
Name,Clare Daly,"Clare Daily, Clare Daly, Claire Daly, Claire Daily",IndependentS 4 Change,Ireland,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,83
Name,Donald Trump,Donald Trump,Republican Party,United States,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,84
Name,Dobroslav Paraga,Dobroslav Paraga,Croatian Party of Rights,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,85
Name,Greta Thunberg,Greta Thurnberg,Others,Sweden,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,86
Name,Igor Peternel,Igor Peternel,Homeland Movement,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,87
Name,Bas Eickhout,Bas Eickhout,The Greens,Netherlands,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,88
Name,Geert Wilders,Geert Wilders,Party for Freedom,Netherlands,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,89
Name,Giorgia Meloni,"Giorgia Meloni, Georgia Meloni",Brothers of Italy,Italy,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,90
Party,Law and Justice,Law and Justice,Law and Justice,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,91
Name,Dominik Tarczyński,"Dominik Tarczyński, Dominik Tarczynski",Law and Justice,Poland,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,92
Name,Nebojša Vukanović,Nebojša Vukanović,Others,Bosnia And Herzegovina,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,93
Name,Željana Zovko,Željana Zovko,Croatian Democratic Union,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,94
Name,Björn Höcke,Bjorn Hocke,Alternative for Germany,Germany,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,95
Name,Maximilian Krah,"Maximillian Krah, Maximilian Krah",Alternative for Germany,Germany,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,96
Name,Lloyd Austin,Lloyd Austin,Others,United States,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,97
Name,Xi Jinping,"Xi Jinping, Xi Jinpin",Communist Party of China,China,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,98
Name,Ivana Mujkić,Ivana Mujkić,Others,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,99
Name,Jens Stoltenberg,Jens Stoltenberg,Others,Norway,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,100
Name,Dong Jun,Dong Jun,Others,China,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,101
Name,Emmanuel Macron,"Immanuel Macron, Emmanuel Macron, Macron, Emanuel Macron",La République En Marche!,France,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,102
Name,Simon Harris,Simon Harris,Fine Gael,Ireland,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,103
Name,Adrian Ramsay,"Adrian Ramsey, Adrian Ramsay",Green Party,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,104
Name,Susan Sarandon,Susan Sarandon,Others,United States,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,105
Name,Alma Dufour,Alma Dufour,La France Insoumise,France,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,106
Party,La France Insoumise–PG–GES–REV–Péyi-A–PLR,"La France Insoumise, Insoumise",La France Insoumise–PG–GES–REV–Péyi-A–PLR,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,107
Name,Pedro Sánchez,"Pedro Sanchez, Pedro Sanches",Spanish Socialist Workers' Party,Spain,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,108
Name,Javier Milei,Javier Millei,Freedom Advances,Argentina,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,109
Name,Željko Jovanović,Željko Jovanović,Others,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,110
Name,Urša Raukar Gamulin,Urša Raukar Gamulin,We can!,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,111
Name,Volodymyr Zelenskyy,"Volodimir Zelenskyy, Volodymyr Zelenskyy",Servant of the People,Ukraine,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,112
Name,Bernie Sanders,Bernie Sanders,Independent,Finland,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,113
Name,Mirela Ahmetović,Mirela Ahmetović,Social Democratic Party of Croatia,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,114
Name,Ivančica Pahor,"Ivančica Pohor, Ivančica Pahor",Others,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,115
Party,Fidesz–KDNP,Fidesz,Fidesz–KDNP,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,116
Name,Peter Szijjarto,Peter Szijjarto,Fidesz,Hungary,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,117
Name,Sergey Lavrov,Sergey Lavrov,Others,Russia,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,118
Name,Miriam Margolyes,Miriam Margolyes,Others,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,119
Name,Matt Carthy,Matt Carthy,Sinn Féin,Ireland,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,120
Name,Kamala Harris,Kamala Harris,Democratic Party,United States,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,121
Name,Dorotea Strelec,Dorotea Strelec,Others,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,122
Party,Sweden Democrats,S&D,Sweden Democrats,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,123
Name,Vivien Costanzo,Vivien Constanzo,Social Democratic Party of Germany,Germany,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,124
Party,Social Democratic Party of Germany,SPD,Social Democratic Party of Germany,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,125
Name,Ivan Šipić,Ivan Šipić,Others,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,126
Name,Eva Vlaardingerbroek,Eva Vlaardingerbroek,Others,Netherlands,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,127
Name,Jimmy Fallon,Jimmy Fallon,Others,United States,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,128
Name,Malala Yousafzai,Malala Yousafzai,Others,Pakistan,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,129
Name,Volt,"Volt, Volt Europa",Volt Europa,Europe,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,130
Name,Nicolas Schmit,"Nicolas Schmit, Nicolas Schmitt",Luxembourg Socialist Workers' Party,Luxembourg,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,131
Name,Jill Stein,Jill Stein,Green Party,United States,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,132
Name,Dubravka Šuica,Dubravka Šuica,Croatian Democratic Union,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,133
Name,Davor Dretar,Davor Dretar,Homeland Movement,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,134
Name,Jeremy Corbyn,Jeremy Corbyn,Labour Party,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,135
Party,The Greys,"die Grunen, Die Gruene",The Greys,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,136
Party,Independent list of Ladislav Ilčić,Ladislav Ilčić,Independent list of Ladislav Ilčić,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,137
Name,Valter Flego,Valter Flego,Istrian Democratic Assembly,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,138
Name,Tomislav Josić,Tomislav Josić,Homeland Movement,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,139
Name,Miro Bulj,Miro Bulj,The Bridge,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,140
Name,Miroslav Radačovský,Miroslav Radačovsky,Slovak National Party,Slovakia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,141
Name,Roberta Metsola,Roberta Metsola,Nationalist Party,Malta,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,142
Name,Yanis Varoufakis,"Yanis Varoufakis, Yannis Varoufakis",MeRA 25,Greece,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,143
Name,The Left,"The Left in the EU, The Left, The Left in the EP, the Left",The Left,Germany,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,144
Name,Kevin Spacey,Kevin Spacey,Others,United States,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,145
Party,Party of the Greens,Scottish Greens,Party of the Greens,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,146
Name,The Labour Party,"Labour Party, The Labour Party, Malta Labour Party",Bandić Milan 365 – Labour and Solidarity Party,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,147
Name,Alexandria Ocasio-Cortez,Alexandria Ocasio-Cortez,Democratic Party,United States,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,148
Name,Marija Selak Raspudić,Marija Selak Raspudić,The Bridge,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,149
Name,Marko Milanović Litre,Marko Milanović Litre,Others,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,150
Name,Kyriakos Mitsotakis,Kyriakos Mitsotakis,New Democracy,Greece,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,151
Name,Sandro Gozi,Sandro Gozi,Common Good of Europeans,France,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,152
Name,Walter Baier,Walter Baeier,Communist Party of Austria,Austria,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,153
Name,Antony Blinken,Anthony Blinken,Democratic Party,United States,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,154
Name,Charles Michel,Charles Michel,Reformist Movement,Belguim,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,155
Name,Rishi Sunak,"Riski Sunak, Rishi Sunak",Conservative Party,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,156
Name,Sergio Mattarella,Sergio Mattarella,Independent,Italy,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,157
Name,Olaf Scholz,Olaf Scholz,Social Democratic Party,Germany,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,158
Name,Justin Trudeau,Justin Trudeau,Liberal Party of Canada,Canada,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,159
Name,Nigel Farage,Nigel Farage,Reform UK,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,160
Name,Dušica Radojčić,Dušica Radojčić,We can!,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,161
Name,Ava Karabatić,Ava Karabatić,Stranka Ivana Pernara,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,162
Name,Damir Bakić,Damir Bakić,We can!,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,163
Name,Tomislav Sokol,Tomislav Sokol,Croatian Democratic Union,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,164
Name,Josep Borrell,"Josep Borrell, Josep Borell",Spanish Socialist Workers' Party,Spain,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,165
Name,Benjamin Netanyahu,"Benjamin Netanyahu, Benjamin Nathanyahu, Benjamin Nethanyahu",Likud,Israel,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,166
Name,Ivan Lovrinović,Ivan Lovrinović,Pravo i Pravda,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,167
Name,Mick Wallace,Mick Wallace,Independents 4 Change,Ireland,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,168
Name,Isaac Herzog,Isaac Herzog,Israeli Labor Party,Israel,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,169
Name,Andrija Klarić,Andrija Klarić,Not publicly affiliated,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,170
Name,Sumar,Sumar,Sumar,Spain,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,171
